customer_id,store_name,transaction_date,aisle,product_name,quantity,unit_price,total_amount,discount_amount,final_amount,loyalty_points
5930,Corner Grocery,2024-06-17,Snacks & Candy,Carrots,3,3.51,10.53,2.11,8.42,342
9977,SuperSave Central,2025-05-15,Beverages,Cereal,2,1.19,2.38,0.24,2.14,196
1006,QuickStop Market,2024-03-30,Canned Goods,Rice,5,21.95,109.75,0.0,109.75,5
5700,MegaMart Westside,2024-01-17,Bakery,Milk,1,14.49,14.49,0.0,14.49,81
8043,ValuePlus Market,2025-04-08,Frozen Foods,Chicken Breast,3,11.65,34.95,6.99,27.96,113
6279,City Fresh Store,2024-08-02,Meat & Seafood,Salmon,5,11.83,59.15,4.21,54.94,359
8238,FamilyFood Express,2024-07-15,Bakery,Bread,5,13.95,69.75,4.67,65.08,360
4501,GreenGrocer Plaza,2024-09-07,Produce,Onions,5,6.85,34.25,6.85,27.4,274
8752,MegaMart Westside,2025-04-14,Personal Care,Salmon,1,20.72,20.72,4.6,16.12,367
3780,City Fresh Store,2024-12-30,Produce,Salmon,2,15.87,31.74,2.85,28.89,233
2389,QuickStop Market,2024-03-14,Produce,Tomatoes,3,24.67,74.01,1.29,72.72,381
9445,,2025-01-03,Canned Goods,Bread,5,29.82,149.1,14.91,134.19,478
6491,FreshMart Downtown,2023-10-18,Frozen Foods,Cheese,2,23.29,46.58,6.99,39.59,392
4848,Corner Grocery,2025-01-10,Beverages,Tomatoes,4,3.32,13.28,0.0,13.28,493
6085,MegaMart Westside,2024-01-28,Dairy,Apples,5,12.39,61.95,4.02,57.93,65
4262,QuickStop Market,2023-11-29,Beverages,Onions,4,16.42,65.68,13.14,52.54,421
1400,City Fresh Store,2023-09-11,Canned Goods,Eggs,3,6.46,19.38,4.24,15.14,448
5011,Corner Grocery,2024-08-10,Household Items,Bananas,2,6.97,13.94,1.39,12.55,51
2193,FreshMart Downtown,2024-07-25,Bakery,Milk,4,13.72,54.88,1.56,53.32,276
7790,QuickStop Market,2025-06-25,Bakery,Cereal,5,18.33,91.65,18.33,73.32,344
4185,QuickStop Market,2025-02-14,Meat & Seafood,Carrots,2,12.98,25.96,4.79,21.17,140
7291,SuperSave Central,2024-08-24,Health & Wellness,Cheese,5,15.36,76.8,0.0,76.8,497
7547,Corner Grocery,2024-02-12,Personal Care,Cereal,4,12.83,51.32,10.26,41.06,153
3417,ValuePlus Market,2024-12-28,Beverages,Ground Beef,2,9.71,19.42,1.94,17.48,362
1090,FreshMart Downtown,2025-06-30,Personal Care,Cheese,4,17.15,68.6,13.72,54.88,68
2746,QuickStop Market,2025-04-02,Bakery,Cereal,1,27.73,27.73,3.14,24.59,433
7965,FamilyFood Express,2024-01-23,Produce,Pasta,4,20.53,82.12,1.75,80.37,308
3881,ValuePlus Market,2025-04-22,Bakery,Potatoes,2,26.2,52.4,1.85,50.55,170
9486,FamilyFood Express,2024-08-01,Dairy,Potatoes,2,21.16,42.32,4.23,38.09,360
1822,FamilyFood Express,2024-10-12,Personal Care,Cereal,3,12.03,36.09,5.41,30.68,273
5082,QuickStop Market,2025-07-19,Canned Goods,Carrots,4,14.5,58.0,8.7,49.3,411
2988,FamilyFood Express,2024-07-26,Canned Goods,Cereal,4,2.32,9.28,0.0,9.28,442
3184,SuperSave Central,2025-04-20,Produce,Pasta,5,28.1,140.5,21.07,119.43,296
8612,SuperSave Central,2025-01-06,Bakery,Cereal,2,12.01,24.02,2.4,21.62,426
9702,ValuePlus Market,2024-10-14,Health & Wellness,Cereal,3,23.13,69.39,6.94,62.45,250
6198,SuperSave Central,2025-03-15,Canned Goods,Apples,2,21.88,43.76,4.96,38.8,250
8251,FreshMart Downtown,2024-11-24,Personal Care,Milk,1,28.4,28.4,2.65,25.75,342
9270,FamilyFood Express,2024-07-03,Dairy,Eggs,1,7.33,7.33,3.47,3.86,233
9976,City Fresh Store,2024-07-18,Health & Wellness,Potatoes,1,1.18,1.18,1.07,0.11,282
3607,QuickStop Market,2025-03-06,Personal Care,Rice,1,15.55,15.55,3.11,12.44,357
8777,GreenGrocer Plaza,2024-07-21,Dairy,Carrots,2,7.98,15.96,2.39,13.57,317
5246,QuickStop Market,2025-03-12,Snacks & Candy,Bread,3,28.81,86.43,0.0,86.43,235
5050,FamilyFood Express,2025-05-20,Frozen Foods,Bread,1,3.7,3.7,2.9,0.8,194
5543,FreshMart Downtown,2025-03-23,Meat & Seafood,Bread,4,25.5,102.0,4.91,97.09,330
9540,GreenGrocer Plaza,2024-08-17,Personal Care,Milk,2,7.12,14.24,2.14,12.1,444
4919,FreshMart Downtown,2024-03-07,Dairy,Pasta,5,17.33,86.65,13.0,73.65,16
8206,FreshMart Downtown,2023-10-06,Bakery,Eggs,4,27.93,111.72,1.96,109.76,153
5681,Corner Grocery,2024-02-05,Health & Wellness,Onions,3,12.12,36.36,0.0,36.36,378
5451,GreenGrocer Plaza,2024-04-23,Personal Care,Orange Juice,1,3.82,3.82,0.57,3.25,118
6238,Corner Grocery,2025-06-30,Canned Goods,Bananas,3,23.71,71.13,14.23,56.9,230
9849,MegaMart Westside,2023-10-08,Personal Care,Tomatoes,4,6.38,25.52,4.09,21.43,299
3267,QuickStop Market,2023-12-02,Bakery,Bread,1,8.76,8.76,0.0,8.76,194
4788,Corner Grocery,2024-05-30,Canned Goods,Orange Juice,1,3.64,3.64,0.36,3.28,482
3503,MegaMart Westside,2025-02-05,Frozen Foods,Chicken Breast,2,3.52,7.04,3.22,3.82,220
4505,Corner Grocery,2023-09-25,Dairy,Bananas,1,11.25,11.25,1.12,10.13,47
7797,FreshMart Downtown,2024-06-18,Frozen Foods,Cheese,4,23.59,94.36,3.08,91.28,371
6421,Corner Grocery,2024-10-01,Meat & Seafood,Eggs,3,9.72,29.16,1.67,27.49,252
8633,QuickStop Market,2024-06-24,Snacks & Candy,Rice,4,23.69,94.76,18.95,75.81,184
2020,City Fresh Store,2024-01-14,Household Items,Yogurt,4,4.09,16.36,1.64,14.72,155
7883,MegaMart Westside,2024-06-04,Household Items,Tomatoes,3,13.76,41.28,6.19,35.09,220
1320,MegaMart Westside,2025-06-02,Household Items,Yogurt,4,10.1,40.4,6.06,34.34,493
7232,QuickStop Market,2024-08-11,Health & Wellness,Potatoes,5,23.67,118.35,17.75,100.6,166
1096,Corner Grocery,2024-05-06,Canned Goods,Chicken Breast,5,6.78,33.9,0.0,33.9,279
5892,ValuePlus Market,2025-03-14,Produce,Salmon,2,13.71,27.42,2.74,24.68,149
7389,City Fresh Store,2025-05-30,Meat & Seafood,Rice,2,8.32,16.64,1.66,14.98,78
7865,GreenGrocer Plaza,2024-09-28,Beverages,Potatoes,5,12.61,63.05,1.15,61.9,259
9947,MegaMart Westside,2025-04-19,Personal Care,Bread,1,23.29,23.29,4.66,18.63,336
4613,FreshMart Downtown,2024-08-20,Household Items,Tomatoes,3,29.0,87.0,1.39,85.61,220
4595,FamilyFood Express,2024-03-05,Personal Care,Carrots,5,17.83,89.15,8.92,80.23,294
8140,MegaMart Westside,2024-08-18,Snacks & Candy,Salmon,5,21.01,105.05,2.93,102.12,77
1475,QuickStop Market,2024-06-04,Snacks & Candy,Bread,1,25.1,25.1,3.77,21.33,373
6507,QuickStop Market,2025-01-07,Canned Goods,Salmon,2,16.1,32.2,2.75,29.45,178
7624,City Fresh Store,2025-02-19,Canned Goods,Bread,3,2.29,6.87,4.4,2.47,363
3704,GreenGrocer Plaza,2025-05-20,Health & Wellness,Apples,2,15.95,31.9,4.78,27.12,282
8657,ValuePlus Market,2025-07-21,Snacks & Candy,Salmon,2,24.12,48.24,9.65,38.59,322
3091,Corner Grocery,2024-12-02,Snacks & Candy,Bananas,5,26.6,133.0,13.3,119.7,230
9751,FreshMart Downtown,2023-08-27,Bakery,Yogurt,3,22.81,68.43,1.41,67.02,414
7455,ValuePlus Market,2024-11-08,Meat & Seafood,Orange Juice,3,6.71,20.13,0.0,20.13,58
1444,City Fresh Store,2023-10-11,Personal Care,Cereal,5,12.26,61.3,9.19,52.11,200
8022,MegaMart Westside,2023-11-20,Beverages,Apples,3,27.63,82.89,0.0,82.89,302
8564,SuperSave Central,2023-12-26,Canned Goods,Chicken Breast,2,9.85,19.7,0.0,19.7,93
1823,SuperSave Central,2024-02-25,Personal Care,Tomatoes,4,18.29,73.16,7.32,65.84,294
7211,SuperSave Central,2024-04-17,Beverages,Onions,2,17.08,34.16,6.83,27.33,250
4467,SuperSave Central,2024-07-25,Canned Goods,Salmon,5,2.54,12.7,1.27,11.43,183
6355,SuperSave Central,2024-04-25,Bakery,Tomatoes,5,15.65,78.25,0.0,78.25,253
7211,City Fresh Store,2024-03-10,Snacks & Candy,Salmon,4,5.84,23.36,4.67,18.69,289
7906,QuickStop Market,2024-02-18,Produce,Pasta,2,16.58,33.16,3.97,29.19,86
2341,City Fresh Store,2024-08-06,Personal Care,Carrots,1,17.6,17.6,4.29,13.31,137
1317,FreshMart Downtown,2025-03-10,Beverages,Onions,2,29.69,59.38,8.91,50.47,52
9837,FreshMart Downtown,2023-09-16,Beverages,Pasta,3,25.99,77.97,4.1,73.87,44
6733,FamilyFood Express,2024-01-28,Bakery,Orange Juice,5,19.34,96.7,19.34,77.36,84
2124,FamilyFood Express,2025-04-04,Produce,Orange Juice,5,9.14,45.7,6.86,38.84,275
1659,QuickStop Market,2025-03-14,Frozen Foods,Pasta,5,29.57,147.85,29.57,118.28,347
1508,Corner Grocery,2024-02-15,Produce,Pasta,2,21.33,42.66,8.53,34.13,67
4266,MegaMart Westside,2025-05-19,Bakery,Tomatoes,4,5.11,20.44,0.0,20.44,323
1333,Corner Grocery,2024-12-01,Snacks & Candy,Salmon,1,19.37,19.37,1.94,17.43,450
3496,ValuePlus Market,2024-02-08,Frozen Foods,Orange Juice,4,28.55,114.2,0.0,114.2,167
3068,GreenGrocer Plaza,2024-08-08,Beverages,Orange Juice,1,24.06,24.06,2.41,21.65,203
2874,FamilyFood Express,2024-10-18,Beverages,Pasta,3,25.01,75.03,4.41,70.62,172
4571,MegaMart Westside,2024-08-02,Health & Wellness,Milk,1,3.88,3.88,1.5,2.38,401
5198,SuperSave Central,2025-03-24,Beverages,Salmon,1,29.75,29.75,0.0,29.75,219
7043,SuperSave Central,2023-12-15,Health & Wellness,Rice,2,26.35,52.7,3.62,49.08,448
2876,QuickStop Market,2025-04-02,Dairy,Orange Juice,2,2.49,4.98,0.0,4.98,320
3683,FamilyFood Express,2024-04-04,Snacks & Candy,Bread,1,1.02,1.02,0.2,0.82,244
2771,FamilyFood Express,2024-10-29,Personal Care,Salmon,1,1.22,1.22,0.12,1.1,175
1420,SuperSave Central,2025-07-28,Beverages,Bread,2,12.1,24.2,2.25,21.95,374
6111,QuickStop Market,2024-10-27,Meat & Seafood,Tomatoes,2,19.6,39.2,3.12,36.08,346
7149,FreshMart Downtown,2024-06-10,Household Items,Apples,4,11.17,44.68,4.47,40.21,109
4249,City Fresh Store,2023-10-05,Bakery,Bread,1,5.05,5.05,0.76,4.29,63
4978,Corner Grocery,2023-10-25,Canned Goods,Eggs,2,9.02,18.04,3.4,14.64,43
5941,QuickStop Market,2025-05-28,Produce,Rice,2,16.0,32.0,0.0,32.0,260
2983,,2025-04-16,Frozen Foods,Milk,2,15.34,30.68,3.07,27.61,57
1672,GreenGrocer Plaza,2024-05-02,Personal Care,Bananas,3,28.07,84.21,2.68,81.53,67
9728,ValuePlus Market,2024-07-04,Health & Wellness,Apples,4,28.67,114.68,3.35,111.33,394
7071,FreshMart Downtown,2023-09-29,Frozen Foods,Yogurt,1,27.74,27.74,2.15,25.59,485
9289,,2024-12-21,Snacks & Candy,Cheese,4,3.38,13.52,2.03,11.49,274
6590,GreenGrocer Plaza,2023-08-16,Frozen Foods,Bread,5,27.7,138.5,2.31,136.19,498
7882,GreenGrocer Plaza,2025-05-06,Frozen Foods,Cheese,2,2.67,5.34,2.81,2.53,44
9031,FreshMart Downtown,2023-10-27,Frozen Foods,Apples,1,1.36,1.36,0.27,1.09,70
8102,City Fresh Store,2024-05-14,Canned Goods,Carrots,5,23.7,118.5,23.7,94.8,369
8532,MegaMart Westside,2025-02-06,Meat & Seafood,Pasta,1,23.36,23.36,2.34,21.02,15
3506,QuickStop Market,2024-07-10,Personal Care,Bread,3,21.65,64.95,6.5,58.45,295
3885,City Fresh Store,2025-02-26,Personal Care,Orange Juice,1,15.48,15.48,2.32,13.16,290
9548,SuperSave Central,2024-12-24,Frozen Foods,Chicken Breast,5,20.54,102.7,0.0,102.7,59
5425,ValuePlus Market,2024-11-27,Produce,Milk,1,8.08,8.08,0.81,7.27,241
9817,SuperSave Central,2025-03-30,Meat & Seafood,Milk,5,24.28,121.4,24.28,97.12,365
8921,MegaMart Westside,2024-08-02,Bakery,Cheese,3,8.86,26.58,3.01,23.57,39
8136,FreshMart Downtown,2025-05-09,Meat & Seafood,Ground Beef,5,29.45,147.25,4.51,142.74,488
5397,QuickStop Market,2024-04-13,Frozen Foods,Cereal,1,17.03,17.03,3.41,13.62,4
5022,QuickStop Market,2025-05-13,Household Items,Rice,5,8.02,40.1,8.02,32.08,188
2419,ValuePlus Market,2024-03-10,Bakery,Eggs,1,28.03,28.03,2.39,25.64,12
8385,FreshMart Downtown,2024-02-12,Canned Goods,Bananas,4,25.61,102.44,1.82,100.62,372
8613,FamilyFood Express,2024-10-22,Snacks & Candy,Potatoes,1,29.19,29.19,1.18,28.01,72
7209,FamilyFood Express,2024-04-24,Personal Care,Cheese,3.0,14.29,42.87,1.38,41.49,382
1470,SuperSave Central,2024-08-24,Health & Wellness,Tomatoes,1,18.15,18.15,0.0,18.15,31
6325,SuperSave Central,2023-12-26,Bakery,Rice,3,25.67,77.01,0.0,77.01,474
8988,MegaMart Westside,2024-01-18,Canned Goods,Salmon,3,7.76,23.28,4.66,18.62,483
6813,GreenGrocer Plaza,2025-04-17,Meat & Seafood,Chicken Breast,2,14.03,28.06,3.14,24.92,160
5232,FamilyFood Express,2024-04-27,Beverages,Rice,4,8.68,34.72,6.94,27.78,61
5581,QuickStop Market,2025-06-20,Household Items,Milk,2,25.23,50.46,3.84,46.62,167
5526,MegaMart Westside,2024-10-11,Snacks & Candy,Carrots,1,20.63,20.63,4.81,15.82,133
1166,City Fresh Store,2024-09-11,Personal Care,Onions,2,3.74,7.48,1.05,6.43,52
4130,FamilyFood Express,2023-10-12,Meat & Seafood,Yogurt,4,11.78,47.12,3.34,43.78,322
4954,GreenGrocer Plaza,2025-02-16,Produce,Bread,2,27.16,54.32,4.62,49.7,227
7658,,2024-08-20,Dairy,Milk,4,2.46,9.84,0.0,9.84,473
4937,Corner Grocery,2025-01-24,Beverages,Bananas,4,20.8,83.2,16.64,66.56,88
8800,SuperSave Central,2024-12-20,Frozen Foods,Pasta,4,26.61,106.44,0.0,106.44,17
9041,QuickStop Market,2024-07-20,Beverages,Cheese,5,14.88,74.4,7.44,66.96,44
1282,SuperSave Central,2023-10-18,Snacks & Candy,Yogurt,5,8.22,41.1,4.11,36.99,410
5820,MegaMart Westside,2024-01-26,Beverages,Onions,4,10.97,43.88,4.39,39.49,289
7625,QuickStop Market,2025-01-25,Meat & Seafood,Bananas,3,18.31,54.93,4.23,50.7,15
4986,City Fresh Store,2024-03-31,Personal Care,Orange Juice,5,29.98,149.9,1.99,147.91,498
7046,FamilyFood Express,2024-08-08,Frozen Foods,Onions,1,23.15,23.15,4.39,18.76,485
9698,Corner Grocery,2024-04-30,Canned Goods,Apples,2,7.85,15.7,1.11,14.59,162
7971,MegaMart Westside,2025-03-08,Household Items,Eggs,5,28.49,142.45,2.24,140.21,428
6419,City Fresh Store,2024-05-06,Produce,Bread,1,7.74,7.74,2.91,4.83,112
8434,MegaMart Westside,2024-03-04,Household Items,Yogurt,2,10.87,21.74,1.09,20.65,90
6023,SuperSave Central,2024-02-18,Dairy,Carrots,3,28.85,86.55,1.4,85.15,191
4777,QuickStop Market,2023-11-08,Canned Goods,Eggs,2,22.23,44.46,0.0,44.46,223
4155,MegaMart Westside,2024-04-08,Meat & Seafood,Onions,5,23.81,119.05,11.91,107.14,114
2958,QuickStop Market,2025-03-06,Frozen Foods,Eggs,2,22.13,44.26,1.13,43.13,485
9779,MegaMart Westside,2025-03-21,Household Items,Ground Beef,5,4.01,20.05,3.01,17.04,254
4033,GreenGrocer Plaza,2024-01-02,Bakery,Orange Juice,3,5.86,17.58,0.0,17.58,453
4545,MegaMart Westside,2025-03-02,Beverages,Bananas,3,7.07,21.21,3.18,18.03,354
8933,QuickStop Market,2024-03-08,Dairy,Bananas,1,12.18,12.18,2.44,9.74,375
9595,Corner Grocery,2024-11-12,Beverages,Tomatoes,3,16.82,50.46,3.6,46.86,51
5636,FamilyFood Express,2023-10-24,Meat & Seafood,Salmon,1,24.17,24.17,2.27,21.9,17
4180,GreenGrocer Plaza,2024-03-24,Dairy,Cereal,2,26.74,53.48,4.77,48.71,82
4727,GreenGrocer Plaza,2024-05-13,Canned Goods,Potatoes,1,13.5,13.5,4.56,8.94,334
3939,SuperSave Central,2024-03-28,Produce,Chicken Breast,3,6.95,20.85,0.0,20.85,97
1231,ValuePlus Market,2025-02-06,Personal Care,Pasta,3,9.61,28.83,2.88,25.95,49
9751,ValuePlus Market,2023-11-13,Beverages,Eggs,1,11.45,11.45,1.72,9.73,218
5494,City Fresh Store,2023-09-11,Bakery,Chicken Breast,1,6.99,6.99,2.89,4.1,326
1893,GreenGrocer Plaza,2024-10-09,Frozen Foods,Tomatoes,4,15.17,60.68,3.57,57.11,338
5786,Corner Grocery,2025-01-29,Meat & Seafood,Orange Juice,4,11.7,46.8,7.02,39.78,228
3068,City Fresh Store,2024-12-14,Beverages,Pasta,2,25.27,50.54,10.11,40.43,288
9042,GreenGrocer Plaza,2023-10-25,Dairy,Orange Juice,5,13.0,65.0,1.24,63.76,387
1200,Corner Grocery,2024-10-25,Personal Care,Cheese,5,20.91,104.55,4.53,100.02,479
5658,City Fresh Store,2024-08-05,Frozen Foods,Bread,4,27.17,108.68,3.28,105.4,365
8843,ValuePlus Market,2024-07-14,Household Items,Eggs,1,28.52,28.52,5.7,22.82,229
6582,FamilyFood Express,2023-12-28,Bakery,Eggs,1,13.27,13.27,2.65,10.62,349
1841,SuperSave Central,2024-02-19,Household Items,Pasta,3,27.4,82.2,2.55,79.65,468
8827,Corner Grocery,2023-11-03,Personal Care,Cereal,3,16.06,48.18,0.0,48.18,469
2070,ValuePlus Market,2024-06-13,Snacks & Candy,Chicken Breast,4,5.33,21.32,3.25,18.07,290
9056,GreenGrocer Plaza,2023-10-03,Frozen Foods,Onions,3,26.45,79.35,0.0,79.35,135
1878,City Fresh Store,2023-12-02,Household Items,Potatoes,1,5.98,5.98,3.43,2.55,206
3444,Corner Grocery,2025-04-28,Produce,Tomatoes,3,21.01,63.03,9.45,53.58,25
5978,MegaMart Westside,2023-10-12,Produce,Cereal,3,10.01,30.03,0.0,30.03,431
5066,GreenGrocer Plaza,2023-11-07,Bakery,Eggs,3,29.24,87.72,13.16,74.56,226
7818,Corner Grocery,2024-11-19,Household Items,Bread,2,13.8,27.6,0.0,27.6,467
4697,City Fresh Store,2025-03-31,Personal Care,Orange Juice,1,15.93,15.93,2.39,13.54,81
9561,ValuePlus Market,2024-05-28,Snacks & Candy,Eggs,5,26.49,132.45,26.49,105.96,14
8381,FamilyFood Express,2025-07-12,Produce,Ground Beef,1,14.23,14.23,0.0,14.23,470
8253,FamilyFood Express,2024-03-24,Frozen Foods,Orange Juice,4,15.64,62.56,0.0,62.56,325
8025,FreshMart Downtown,2024-03-31,Bakery,Orange Juice,4,18.22,72.88,3.21,69.67,90
1986,MegaMart Westside,2024-11-22,Meat & Seafood,Pasta,1,9.26,9.26,1.85,7.41,197
2625,FamilyFood Express,2025-03-21,Bakery,Ground Beef,2,8.79,17.58,0.0,17.58,209
4404,FreshMart Downtown,2024-12-04,Beverages,Eggs,2,18.42,36.84,5.53,31.31,4
4457,QuickStop Market,2024-02-28,Health & Wellness,Pasta,4,26.96,107.84,10.78,97.06,436
2330,QuickStop Market,2023-12-06,Bakery,Salmon,3,20.63,61.89,1.41,60.48,422
4929,ValuePlus Market,2023-12-20,Health & Wellness,Orange Juice,5,19.76,98.8,14.82,83.98,311
2229,GreenGrocer Plaza,2023-12-06,Beverages,Bread,3,29.65,88.95,13.34,75.61,327
1043,QuickStop Market,2024-06-19,Health & Wellness,Rice,2,5.34,10.68,4.22,6.46,391
8381,Corner Grocery,2025-01-23,Health & Wellness,Cereal,2,21.91,43.82,6.57,37.25,335
8699,QuickStop Market,2024-03-20,Snacks & Candy,Tomatoes,4,22.36,89.44,13.42,76.02,298
1534,FamilyFood Express,2024-02-02,Health & Wellness,Onions,4,27.28,109.12,2.2,106.92,343
5720,SuperSave Central,2025-02-06,Health & Wellness,Onions,2,9.51,19.02,0.0,19.02,241
5632,QuickStop Market,2025-02-03,Personal Care,Apples,3,19.97,59.91,11.98,47.93,113
8438,QuickStop Market,2023-10-01,Snacks & Candy,Cereal,3,8.55,25.65,2.88,22.77,150
4824,GreenGrocer Plaza,2025-07-24,Beverages,Yogurt,5,4.46,22.3,2.19,20.11,348
5334,FreshMart Downtown,2025-04-09,Meat & Seafood,Eggs,2,10.93,21.86,4.37,17.49,291
4241,MegaMart Westside,2024-07-02,Meat & Seafood,Bread,4,10.64,42.56,0.0,42.56,90
2880,FreshMart Downtown,2024-10-02,Produce,Salmon,3,7.06,21.18,4.06,17.12,396
4683,City Fresh Store,2024-12-22,Dairy,Eggs,5,13.57,67.85,6.79,61.06,219
3441,City Fresh Store,2025-07-12,Snacks & Candy,Bananas,1,16.47,16.47,4.57,11.9,374
5352,ValuePlus Market,2025-05-10,Bakery,Bananas,1,19.16,19.16,0.0,19.16,127
3330,MegaMart Westside,2023-10-01,Frozen Foods,Eggs,1,12.11,12.11,2.42,9.69,301
1977,GreenGrocer Plaza,2023-12-13,Produce,Rice,3,14.21,42.63,4.26,38.37,266
6039,SuperSave Central,2024-11-11,Canned Goods,Potatoes,3,22.74,68.22,1.91,66.31,84
5728,SuperSave Central,2024-07-13,Bakery,Bananas,5,15.62,78.1,0.0,78.1,63
3037,FreshMart Downtown,2024-08-05,Snacks & Candy,Pasta,5,19.06,95.3,0.0,95.3,304
5982,GreenGrocer Plaza,2025-01-31,Health & Wellness,Bananas,1,20.99,20.99,2.1,18.89,213
7594,GreenGrocer Plaza,2024-03-05,Personal Care,Pasta,4,21.34,85.36,12.8,72.56,105
9199,Corner Grocery,2024-09-29,Health & Wellness,Chicken Breast,5,8.82,44.1,4.41,39.69,310
9090,GreenGrocer Plaza,2024-07-12,Personal Care,Chicken Breast,3,4.3,12.9,2.58,10.32,54
2317,FamilyFood Express,2024-11-13,Frozen Foods,Carrots,2,11.37,22.74,4.55,18.19,209
1653,FreshMart Downtown,2025-06-27,Personal Care,Potatoes,2,20.95,41.9,8.38,33.52,246
8078,FreshMart Downtown,2025-02-27,Produce,Bread,1,25.21,25.21,5.04,20.17,342
6280,GreenGrocer Plaza,2024-11-17,Personal Care,Bread,1,27.23,27.23,2.72,24.51,329
5102,QuickStop Market,2023-08-27,Frozen Foods,Salmon,1,3.88,3.88,0.58,3.3,89
2496,MegaMart Westside,2024-01-31,Health & Wellness,Cereal,4,22.41,89.64,4.41,85.23,48
1339,SuperSave Central,2025-03-23,Canned Goods,Orange Juice,4,28.69,114.76,17.21,97.55,137
5415,MegaMart Westside,2024-10-27,Meat & Seafood,Chicken Breast,4,12.6,50.4,5.04,45.36,233
1659,City Fresh Store,2025-03-21,Snacks & Candy,Apples,1,4.83,4.83,0.97,3.86,371
3870,GreenGrocer Plaza,2024-08-06,Snacks & Candy,Potatoes,5,20.66,103.3,15.49,87.81,92
9502,FreshMart Downtown,2024-12-25,Health & Wellness,Eggs,4,27.68,110.72,11.07,99.65,57
8245,FreshMart Downtown,2025-07-18,Dairy,Pasta,3,1.35,4.05,0.0,4.05,444
5557,MegaMart Westside,2023-12-25,Personal Care,Carrots,5,3.75,18.75,1.88,16.87,338
8141,MegaMart Westside,2024-12-12,Health & Wellness,Tomatoes,2,25.32,50.64,3.57,47.07,285
9056,SuperSave Central,2023-10-16,Personal Care,Potatoes,4,26.2,104.8,15.72,89.08,38
8700,FamilyFood Express,2024-05-03,Canned Goods,Pasta,1,15.69,15.69,1.57,14.12,281
7690,FamilyFood Express,2024-04-21,Dairy,Salmon,4,24.23,96.92,9.69,87.23,229
6260,City Fresh Store,2025-01-08,Canned Goods,Chicken Breast,4,22.6,90.4,9.04,81.36,9
2713,Corner Grocery,2025-06-03,Produce,Onions,5,0.99,4.95,3.25,1.7,46
3634,City Fresh Store,2024-04-19,Canned Goods,Orange Juice,1,24.67,24.67,3.7,20.97,432
7744,ValuePlus Market,2025-01-26,Household Items,Potatoes,3,21.75,65.25,0.0,65.25,58
9117,FamilyFood Express,2024-03-17,Produce,Cereal,3,25.06,75.18,3.09,72.09,493
7561,GreenGrocer Plaza,2025-04-29,Produce,Apples,4,5.06,20.24,2.02,18.22,367
1601,FamilyFood Express,2024-07-25,Bakery,Chicken Breast,4,7.24,28.96,0.0,28.96,422
2442,MegaMart Westside,2024-04-07,Dairy,Cheese,1,27.86,27.86,2.79,25.07,428
5135,City Fresh Store,2024-04-14,Health & Wellness,Carrots,2,28.94,57.88,4.74,53.14,2
2899,City Fresh Store,2025-03-29,Personal Care,Apples,5,6.03,30.15,2.55,27.6,417
7622,MegaMart Westside,2025-06-08,Personal Care,Tomatoes,4,29.4,117.6,17.64,99.96,468
9431,Corner Grocery,2025-05-08,Canned Goods,Rice,4,24.33,97.32,3.8,93.52,70
1018,ValuePlus Market,2024-12-29,Frozen Foods,Onions,3,21.63,64.89,12.98,51.91,478
9889,FamilyFood Express,2024-07-30,Household Items,Rice,3,27.7,83.1,3.17,79.93,67
7770,MegaMart Westside,2023-09-18,Dairy,Orange Juice,5,14.92,74.6,0.0,74.6,292
4073,ValuePlus Market,2024-09-12,Frozen Foods,Cheese,1,16.15,16.15,3.23,12.92,12
6927,FreshMart Downtown,2024-12-02,Health & Wellness,Milk,2,8.73,17.46,2.62,14.84,402
9167,QuickStop Market,2024-12-04,Meat & Seafood,Milk,3,6.91,20.73,3.11,17.62,277
8242,City Fresh Store,2025-03-19,Dairy,Onions,2,22.52,45.04,9.01,36.03,287
1845,ValuePlus Market,2024-01-12,Frozen Foods,Milk,4,12.23,48.92,1.22,47.7,489
5375,QuickStop Market,2024-10-06,Bakery,Salmon,2,27.42,54.84,3.19,51.65,360
3146,FamilyFood Express,2025-07-27,Bakery,Rice,4,6.14,24.56,4.91,19.65,349
5719,SuperSave Central,2024-07-12,Personal Care,Chicken Breast,4,2.17,8.68,1.74,6.94,142
8941,SuperSave Central,2023-11-09,Household Items,Pasta,1,10.58,10.58,1.61,8.97,363
1472,,2024-12-08,Household Items,Milk,5,25.44,127.2,3.2,124.0,154
4920,GreenGrocer Plaza,2025-02-08,Canned Goods,Carrots,2,28.74,57.48,1.64,55.84,266
3594,ValuePlus Market,2024-04-04,Personal Care,Tomatoes,1,11.12,11.12,0.0,11.12,452
1224,MegaMart Westside,2024-10-08,Canned Goods,Orange Juice,3,7.32,21.96,4.29,17.67,385
7684,FreshMart Downtown,2023-10-18,Dairy,Orange Juice,4.0,7.96,31.84,3.73,28.11,328
4681,MegaMart Westside,2025-05-21,Snacks & Candy,Chicken Breast,4,8.43,33.72,4.65,29.07,370
2858,MegaMart Westside,2024-07-30,Personal Care,Carrots,4,15.11,60.44,9.07,51.37,151
2924,ValuePlus Market,2024-12-22,Dairy,Chicken Breast,2,29.17,58.34,0.0,58.34,395
3522,GreenGrocer Plaza,2024-08-28,Bakery,Yogurt,4,25.22,100.88,0.0,100.88,105
